review	sectionId	type_page	type_model	type_review	used
Учительница очень нравится моей дочке. Она хорошо ладит с ребенком, занятия проходят интересно и продуктивно для ребенка 4 класса по английскому языку в школе №117 города Москвы. Репетитор помогает ребенку повысить уровень знаний английского языка на данном этапе обучения - это уже большой прогресс!	Репетиторы по английскому языку		порог 0.8, ранд seed ранд тем от 0.1 до 0.812	AI	0.0
Очень хороший репетитор! Она хорошо преподает английский язык. Педагог доступно объясняет материал, и занятия проходят интересно для ребенка 4 класса с удовольствием. Репетитора мы рекомендуем другим клиентам сайта!	Репетиторы по английскому языку		порог 0.8, ранд seed ранд тем от 0.1 до 0.1476	AI	0.0
Отличный преподаватель. Она очень хорошо объясняет, всегда готова к урокам и занятиям! Я не ожидала такого результата от занятий с ней - за короткий срок я стала понимать английский язык на слух намного лучше (говорю почти свободно).	Репетиторы по английскому языку		порог 0.8, ранд seed ранд тем от 0.1 до 0.2569	AI	0.0
Учитель очень быстро нашла общий язык с ребенком. У нас были определенные требования, и репетитор их выполнила в полной мере! Она хорошо подтянула ребенка по английскому языку - у него уровень Pre-Intermediate стал выше среднего (я просила именно этого). Мы остались довольны работой педагога на все 100%.	Репетиторы по английскому языку		порог 0.8, ранд seed ранд тем от 0.1 до 0.2832	AI	0.0
Педагог очень внимательная, добрая и отзывчивая. Она сразу поняла мои цели в изучении английского языка (я изучаю бизнес-английский), подобрала программу обучения исходя из моих знаний по предмету! Мы занимаемся с ней дистанционно 2 раза неделю на протяжении двух месяцев - результат меня полностью устраивает!!!	Репетиторы по английскому языку		порог 0.8, ранд seed ранд тем от 0.1 до 0.4051	AI	0.0
Очень внимательный и терпеливый преподаватель, быстро нашла подход к ребенку. Уроки проходят в игровой форме с использованием различных материалов на английском языке (картинки животных), ребенок занимается охотно! Результаты есть - у ребенка улучшилась успеваемость по предмету во 2-м классе!!	Репетиторы по английскому языку		порог 0.8, ранд seed ранд тем от 0.1 до 0.2780	AI	0.0
Педагог дает отличные знания по английскому языку моей дочери 9 лет. Она очень хорошо ладит с ребенком, умеет заинтересовать занятиями и доступно объяснить материал ученице начальной школы (3 класс). Занятия проходят в игровой форме на английском языке для поддержания интереса к изучению предмета у ребенка!	Репетиторы по английскому языку		порог 0.8, ранд seed ранд тем от 0.1 до 0.111	AI	0.0
Педагог занимается с моим ребенком английским языком. Она очень хороший преподаватель, грамотный и компетентный в своей области специалист! Репетитор помогает моему сыну повысить уровень знаний по предмету до более высокого уровня благодаря регулярным занятиям английского языка (2 раза месяц). Педагог дает много материала на занятиях для лучшего усвоения информации учеником во время занятий - все четко структурировано согласно плану обучения моего сына. Занятия проходят интересно, продуктивно! Мы довольны сотрудничеством со специалистом : ребенок получает достойные знания от репетитора за короткий срок сотрудничества между нами!!	Репетиторы по английскому языку		порог 0.8, ранд seed ранд тем от 0.1 до 0.1777	AI	0.0
Преподаватель мне очень нравится, мы с ней продолжаем заниматься до сих пор! Педагог помогает мне освоить английский язык и занятия проходят в комфортной рабочей атмосфере. Репетитор дает за урок большой объем информации - я получаю достойные знания по грамматике языка  благодаря этому специалисту у меня есть прогресс во всех направлениях моей работы над английским языком : улучшилась разговорная речь, расширился словарный запас. Мне все понятно на занятиях репетитора (в том числе объяснения сложных тем), материал хорошо усваивается без проблем!	Репетиторы по английскому языку		порог 0.8, ранд seed ранд тем от 0.1 до 0.500	AI	0.0
В начале работы репетитор английского языка произвела на меня приятное впечатление. Она очень доброжелательная, пунктуальная и ответственная! Уроки проходили интересно для ребенка 4 класса с углубленным изучением предмета в школе №1 города Москвы. Репетитору удалось заинтересовать моего сына предметом настолько хорошо что он начал заниматься самостоятельно без помощи родителей. Я считаю это большой заслугой педагога!	Репетиторы по английскому языку		порог 0.8, ранд seed ранд тем от 0.1 до 0.168	AI	0.0
В принципе, всё было хорошо. У нас с репетитором по английскому языку был всего один урок в неделю и он мне понравился тем что мы занимались не только разговорным английским языком но ещё грамматикой тоже уделяли время этому предмету так как я учусь на переводчика английского языка. Мне понравилось заниматься именно потому,что педагог очень доступно объясняет материал а также даёт много информации для того чтобы лучше усваивался весь объём материала который требуется от ученика за короткий промежуток времени (около 1 часа).	Репетиторы по английскому языку		порог 0.8, ранд seed ранд тем от 0.1 до 0.3247	AI	0.0
В принципе, мне нравится заниматься с преподавателем. Она очень хорошо объясняет грамматику и дает много разговорной практики для того чтобы я могла свободно общаться за границей на английском языке в поездке или просто при общении дома. На занятиях мы используем аудиозаписи - это помогает лучше усваивать материал по предмету!	Репетиторы по английскому языку		порог 0.8, ранд seed ранд тем от 0.1 до 0.2968	AI	0.0
В принципе, мы довольны работой педагога. У нас были некоторые проблемы с английским языком и репетитор нам помогла их решить за короткий срок - это очень хороший результат! Мы занимались всего месяц или чуть больше по времени работы преподавателя со мной (я уезжал в командировку). Я остался доволен сотрудничеством на все 100%.	Репетиторы по английскому языку		порог 0.8, ранд seed ранд тем от 0.1 до 0.2631	AI	0.0
В принципе, она оправдала мои ожидания. У меня были определенные требования к репетитору по английскому языку и в целом я остался доволен ее работой с учетом моих пожеланий относительно обучения ребенка (3 класс). Педагог хорошо преподает английский язык детям младшего школьного возраста - это было для нас большим плюсом при выборе специалиста!	Репетиторы по английскому языку		порог 0.8, ранд seed ранд тем от 0.1 до 0.1592	AI	0.0
В принципе, с преподавателем у меня сложились нормальные отношения. Я занималась недолго и не могу сказать о каких-то глобальных результатах в изучении английского языка или же его преподавании - я просто получила знания по грамматике для себя на тот момент времени (до этого училась за границей). Но темами мы занимались достаточно плотно именно потому что мне нужно было подготовиться к собеседованию при поиске работы заграницей либо перед поездкой туда самостоятельно; также педагог давал много информации касательно того как правильно вести диалог со специалистом во время интервьюирования.	Репетиторы по английскому языку		порог 0.8, ранд seed ранд тем от 0.1 до 0.3953	AI	0.0
В принципе, я доволен работой репетитора. У меня были определенные пожелания по поводу того как лучше проводить занятия с ребенком (3 класс). С педагогом мы занимались в течение месяца и за это время ребенок получил достаточно знаний для себя лично - он стал понимать английский язык на слух! Педагог очень хорошо преподает грамматику ребенку!!	Репетиторы по английскому языку		порог 0.8, ранд seed ранд тем от 0.1 до 0.2839	AI	0.0
В работе репетитора меня всё устраивает. Уроки проходят интересно, в доброжелательной обстановке и с использованием различных методик обучения английскому языку (грамматика + аудирование). Я очень довольна работой преподавателя!	Репетиторы по английскому языку		порог 0.8, ранд seed ранд тем от 0.1 до 0.1672	AI	0.0
В целом мне нравится заниматься с репетитором. Она хорошо преподает английский язык, но я бы хотела больше практики и разговорной речи от педагога в плане того как правильно строить предложения на английском языке для работы или учебы за границей (я работаю заграницей).	Репетиторы по английскому языку		порог 0.8, ранд seed ранд тем от 0.1 до 0.3355	AI	0.0
В этом году, мы уже не занимаемся с репетитором. Но в следующем учебном годе я планирую возобновить занятия именно с данным педагогом! Она очень хорошо преподает английский язык и доступно объясняет материал ученику 4 класса. Я осталась довольна ее работой на все 100 %.	Репетиторы по английскому языку		порог 0.8, ранд seed ранд тем от 0.1 до 0.751	AI	0.0
Великолепный репетитор! Она очень хорошо и доступно объясняет материал, использует в работе различные аудио-, видеоматериалы. Уроки проходят интересно для ребенка 4 класса с углубленным изучением английского языка (в данном случае разговорного). Мы довольны сотрудничеством на все 100%.	Репетиторы по английскому языку		порог 0.8, ранд seed ранд тем от 0.1 до 0.392	AI	0.0
Впечатления очень хорошие. У меня ребенок в восторге от репетитора, он ждет занятий с ней и не хочет заниматься по школьной программе! Педагог дает много дополнительного материала для изучения английского языка - это помогает ребенку лучше усваивать материал на уроках школы (у нас была цель повысить успеваемость).	Репетиторы по английскому языку		порог 0.8, ранд seed ранд тем от 0.1 до 0.709	AI	0.0
Впечатления самые наилучшие. Я очень довольна репетитором! У меня было много преподавателей, но такого уровня я еще не встречала ни у кого из них и даже близко к нему нет (я имею в виду уровень знаний). Педагог дает мне хорошие знания по английскому языку для подготовки ко всем тестам IELTS - это самый главный показатель его профессионализма. Он использует на занятиях аудио-, видеоматериалы, различные учебные пособия  с учетом моих пожеланий!	Репетиторы по английскому языку		порог 0.8, ранд seed ранд тем от 0.1 до 0.961	AI	0.0
Грамотный и компетентн. преподаватель английского языка, очень хорошо знает свой предмет! Она умеет найти подход к ученику  с первых минут занятий (мы занимаемся всего месяц), материал объясняет в простой понятной форме без зубрежки или заучивания правил из учебников; занятия проходят интересно для ребенка 4 класса по школьной программе 2 раза/неделя на английском языке. Мы довольны сотрудничеством!	Репетиторы по английскому языку		порог 0.8, ранд seed ранд тем от 0.1 до 0.363	AI	0.0
Грамотный и компетентнно обученный специалист, отлично владеющий своим предметом. Репетитор помогает мне освоить английский язык с нуля для работы в международной компании. Я очень довольна сотрудничеством!	Репетиторы по английскому языку		порог 0.8, ранд seed ранд тем от 0.1 до 0.3497	AI	0.0
Грамотный и компетентны специалист, с которым легко найти общий язык. Репетитор помогает мне повысить уровень владения английского языка по программе. Занятия проходят регулярно в удобное для меня время на территории преподавателя (в офисе). Я очень довольна сотрудничеством!	Репетиторы по английскому языку		порог 0.8, ранд seed ранд тем от 0.1 до 0.3973	AI	0.0
